product,title,rating,body
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Helped the process of clearing my skin",5.0,"I bought this to clear my skin from acne scars, and to help with future acne. I'm not sure if i could give all the credit to this product, but my skin has seen improvement. I love it just for adding hydration to my skin, because using only a moisturizer isn't enough. The moisturizer i use is the Neutrogena Hydro Boost extra dry."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
@Men, buy this!",5.0,Great for after shaving!!!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Price and quality of serum",5.0,This product is a must have in the morning skin care routine.  I have been using this Ordinary serum for over a year on my face and my skin has improved.  The price is right and the quality for this price is awesome.  Thank you
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Help large pores",5.0,It has help my my pores shrink and help my skin exfoliate when it was extra oily. This is one of my favorite products but need to be little stronger for me as it not helping my deeper acne scars
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
No more breakouts",5.0,I use this consistently morning and night and my skin remains so clear! I lapsed between my first and second bottle and low and behold the pimples returned. Great if you're an essential worker and have to fight dreaded 'maskne'!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Great buy",5.0,Love it
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Been using for years",5.0,Love it clears up my acne when used continuously. Use moisturizer so you don’t dry out your skin.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Luxury beauty and skin care at drug store prices!",5.0,Kind of a weird consistency but it's a small price to pay for clear skin. I got this to use between microneedling sessions to keep my skin clear and it has helped more than anything I have ever used! Ordinary is so wonderful! It's straight forward and pure serums. You know what you're putting in your skin. Not to mention the best part: LUXURY BEAUTY QUALITY AT DRUG STORE PRICES. Ordinary serums never fail to impress.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
The Ordinary Niacinamide",5.0,"It did the job and this was the best price.  As long as the price holds, we will be back.  Great product."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Just buy it",5.0,"If you're looking for literal magic, just buy it, I cant say enough good things about this product."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Simply awestruck!",5.0,"I’ve tried for years and countless face products, routines, medications, diets, and water consumption with Limited to NO results.I used this product for 3 DAYS!!!! And saw significant improvement to redness, blemishes, appearance of fine lines and acne scars and even the elasticity of my skin seems better. It’s now been two weeks and I’m in love"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
THIS PRODUCT WORKS GREAT!",5.0,This product is amazing! I used it to see if it would really help with redness and inflammation and it did! It took a few weeks for my skin to get used to the product but it ended up being great! The packaging it came in was absolutely untouched and overall in great condition!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
I love it!!",5.0,"I was worried this product was going to be diluted or watered down or even came damaged but everything was good! I’ve been using it for months now and it’s helped my face feel sooooo smooth. My pores look a lot smaller now, too. It’s not too thick and it’s moisturizing"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Love this stuff !! Great to combine with other products",5.0,I have been trying most of The Ordinary product line and really like this product. I use it at night with my hyaluronic acid underneath. Really moisturizes and brightens.  It light and soaks in well. Also helping with hyperpigmentation
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
A must buy serum! Love it",5.0,"The media could not be loaded.
                



 I really like this serum. Bought it on my friend’s recommendation and I apply it only at night.I like the way it absorbs super fast, my skin feels moist and light afterwards. In the morning, it felt like it brightened up my skin!I love it!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
CHANGED MY LIFE",5.0,Truth be told this has been my favorite and I mean FAVORITE purchase I’ve made totally worth my money. I struggled with my acne scars and I hateful the way I looked but this changed my life for the better. They slowly been fading and confidently has boosted my self esteem. I absolutely LOVE IT and I am obsessed with it !!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Extraordinary!",5.0,"I have been using a prescribed product with the same ingredients as The Ordinary Niacinamide 10%, Zinc 1% serum. The only difference between this serum and the prescribed one is the small amount of antibiotic in the on from the Derm Dr.I can't tell the difference between the two.Both have kept my skin free and clear from all blemishes. The prescribed treatment is $60.00. The Ordinary is about 1/4 of the cost.I would recommend The Ordinary to everyone. Their whole line works beautifully!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
very good",5.0,used many times
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Best Niacinamide in the market",5.0,Big fan of this product and have used it for years. Simple ingredients are always preferred. Ordinary gets it right because they stay simple. It’s great for dark spots and doesn’t break the bank.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Buy them all!!",5.0,I have been recently dealing hormonal acne due to my birth control and this product has been saving the day! I've used this one and the  Glycolic solution and they are both absolutely AMAZING! My face looks soo smooth each morning. Use this at night and I swear the next day you will feel brand new!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Padezco de acné,es mi 2do día probando y se ven un poco los resultados.",5.0,"He padecido de acné desde que tengo 16 y me relaja tener este producto porque a pesar de llevar solo 2 días, he notado un poco de mejoras en mi rostro."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
IT WORKSSSS",5.0,"It was a lot thicker than expected. I did have some irritation at first but then it worked the sebum in my nose has deminished greatly. My skin glows, the oil production in my skin is normal and my face is not oily but normal it doesn’t feel stripped."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
This stuff WORKS!!",5.0,"I LOVE this product. I've seen a wonderful difference in my skin tone. I'm so happy that I purchased this. I'll continue using this forever!! My skin looks cleaner, much smoother and dark spot free. Worth every penny!!!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Awesome product!",5.0,I wish this would have been available when I was young! It has completely cleared up my face.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Amazing results",5.0,Wow just amazing my skin looks beautiful and I was able to see results in only to weeks at the beginning is like using Retin A your skin need to adapt to it but after a week the burning sensation goes away and your skin looks just bright smooth and even young. I’m seriously addicted to this product now!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
If you want smaller pores this is a must!!!",5.0,Holy forking shirt balls!! I have had HUGE pores my whole life on my nose and forehead with oily skin To boot and it’s been 3 days using this product and they have amazingly diminished by half at least!! I’m so stoked! Nothing has ever done anything for me until this product! I highly highly highly recommend this product!!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Super smooth and really mousturizing",5.0,"I use this product right after I wash my face and my face feels super soft afterward even with pimples, it helps reduce their size but it's important to not clog the pores of your skin and this is a great product to use in the night and morning."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Works great!!!",5.0,"I was recommended this product by a woman after I complimented her on her skin. I have used this for only 3 days and see changes. Brighter skin, decrease in some superficial pigmentation and overall skin tone and texture. So glad I tried this!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Recomendado 100%",5.0,Este producto es buenísimo. En solo una semana he podido ver la diferencia en mi piel. Tengo manchas de acné y me ha ayudado mucho a reducir su apariencia.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Wonderful product",5.0,"Read a lot of reviews that this product is fake, absolutely false. It is more expensive than buying it straight from ULTA, but what do you expect from a 3rd party... definitely recommend! Easy application and results are definitely worth the few extra bucks. 10/10"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Lives up to hype",5.0,"This product really really works. If you are a person with reasonable good skin but deal with those annoying little bump flare ups from sweat and dirt, this product is perfect. It just makes your overall complexion much less reactive and clear!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Worth purchasing",5.0,This product has been talked about by several beauty influencers and I figured I would give it a try. I’m glad I did.  It helps control oil in my t-zone and is great for spot treating acne. Great product especially at the price point.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
AMAZING PRODUCT FOR CYSTIC/HORMONAL ACNE",5.0,"I tried every face product in the book for sensitive, broken out skin. I have hormonal acne and I never thought I could get rid of it. This product has been a GAME CHANGER. along with the ordinary moisturizer. I no longer wake up having to pop zits. Of course a few every now and then, but this product works wonders!!!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
One of my favorite skin care products",5.0,I have troublesome adult acne & this helps keep my skin in check.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Brightens skin and lightens dark spots",5.0,"I really like this serum. This is at least the 3rd bottle I’ve bought, and will continue to buy. Very sheer, but it works. Lightens dark areas , and brightens skin, overall. Highly recommend!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Effective",5.0,Does a great job at keeping my face clear of pimples and evening out my skin tone. My skin is acne prone and get darks marks all the time. Started using this product and things turned around quickly. I will order again.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Lo maximo",5.0,Excelente para las espinillas si me reseca un poco el cutis pero es algo que se puede equilibrar con una buena hidratación
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
It Works ❤️",5.0,I’ve been searching for skin care products for hyperpigmentation that show significant quick results for months and I finally found one that actually works this stuff is amazing I hope you guys never stop selling it
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
I LOVE IT",5.0,I really love Niacinamide The ordinary out here changing my skin for the better.
