Rating,Review,Brand,NoStopW Tokens,Lemmatized Tokens,TB Polarity Score,TB Sentiment
1,"different formula, different color and different texture. i don’t even think this is the real product.not the same as the one bouth at store!",CeraVe,"['formula', 'color', 'real', 'product not', 'bouth', 'store']",formula color real product not bouth store,0.2,positive
1,"the media could not be loaded.product was opened, and was visible that a little of the serum had been used",CeraVe,"['media', 'not', 'loaded product', 'visible']",medium not loaded product visible,0.0,neutral
1,i’ve used pretty strong products even though my face is sensitive but this completely burnt my face! i have a massive red warm patch over the entire life side of my face where i applied it for only 4 days! do not use if you have sensitive skin!irritated my sensitive skin,CeraVe,"['pretty', 'strong', 'products', 'completely', 'burnt', 'massive', 'red', 'warm', 'patch', 'entire', 'life', 'applied', 'days', 'not', 'irritated']",pretty strong product completely burnt massive red warm patch entire life applied day not irritated,0.1976190476190476,positive
1,would gladly write a review but the product sill not dispense from container!!will return and try a new bottle. what a disappointmentdoesn’t come out of container,CeraVe,"['gladly', 'write', 'sill', 'not', 'dispense', 'return', 'disappointmentdoesn']",gladly write sill not dispense return disappointmentdoesn,0.5,positive
1,put on my acne scars and it resulted in very dry and flakey spots on my face. was very distracting. would not recommend.made my skin flakey and dry,CeraVe,"['scars', 'flakey', 'spots', 'distracting', 'not', 'recommend made', 'flakey']",scar flakey spot distracting not recommend made flakey,0.0,neutral
1,this product is completely unusable. the pump does not pump. this was a waste of money.pump doesn't work,CeraVe,"['completely', 'unusable', 'not', 'waste', 'money pump', 'nt']",completely unusable not waste money pump nt,0.1,positive
2,"i appreciated the size of the container, the brand, and the consistency of the cream itself. it's not too thick or thin, it doesn't smell, and the applicator is easy to use. however, this product did dry out the areas of my face i used this on. i use cerave face wash daily and was hopeful this cream would just enhance the product, but unfortunately it did not work for my skin.dried my skin",CeraVe,"['appreciated', 'size', 'consistency', 'not', 'nt', 'applicator', 'easy', 'hopeful', 'enhance', 'not', 'skin dried']",appreciated size consistency not nt applicator easy hopeful enhance not skin dried,0.14444444444444443,positive
2,"i bought this product after i had a major breakout as a cheaper alternative to the expensive retinol i usually use on my face and neck. to be honest, i didn't use this product for very long; about a week. my doctor told me to stop using it because it was causing some skin damage and irritation and it was exacerbating a bacterial infection.doctor told me to stop using it.",CeraVe,"['major', 'breakout', 'cheaper', 'alternative', 'expensive', 'neck', 'honest', 'nt', 'doctor', 'told', 'causing', 'damage', 'irritation', 'exacerbating', 'bacterial', 'infection doctor', 'told']",major breakout cheaper alternative expensive neck honest nt doctor told causing damage irritation exacerbating bacterial infection doctor told,0.05416666666666666,positive
2,it burns when i apply this to my face and turns rednot good for sensitive skin,CeraVe,"['burns', 'rednot']",burn rednot,0.0,neutral
2,this is doing the opposite of what i asked for. i’m now dealing with more bumps around my mouth and patches of dry irritated skin on my face.causing irritation,CeraVe,"['dealing', 'bumps', 'mouth', 'patches', 'irritated', 'face causing', 'irritation']",dealing bump mouth patch irritated face causing irritation,0.0,neutral
2,"i have purchased this three times and the last time was not the same as what is sold elsewhere and didn't work as well as the others. the first two worked fine and i was happy with them.  this last time, it seemed like it was diluted. see the picture; the product on the left is this product and the one on the right is the same product purchased from a local retail store.i would have given it five stars if not for the last batch.inconsistent. not the same as retail.",CeraVe,"['times', 'not', 'sold', 'nt', 'fine', 'happy', 'diluted', 'picture', 'left', 'local', 'retail', 'store i', 'stars', 'not', 'batch inconsistent', 'not', 'retail']",time not sold nt fine happy diluted picture left local retail store i star not batch inconsistent not retail,0.3041666666666667,positive
2,i've been using a different retinol brand and thought i would try this. i really didn't see any results like the product claims. will not buy again.did nothing,CeraVe,"['nt', 'claims', 'not', 'again did']",nt claim not again did,0.0,neutral
2,the product might be good. i’m not going to try it because it was delivered unsealed.how do i know it is what the label says?amazon delivered item unsealed.,CeraVe,"['not', 'delivered', 'unsealed how', 'label', 'amazon', 'delivered', 'item', 'unsealed']",not delivered unsealed how label amazon delivered item unsealed,0.0,neutral
2,"have been using this at night for about 3 months and i have not seen any changes to my skin at all. gave it 2 stars because it’s at least moisturizing with no adverse skin reactions, but it has not worked at all to reduce my acne scarring.no results",CeraVe,"['months', 'not', 'stars', 'adverse', 'reactions', 'not', 'scarring no']",month not star adverse reaction not scarring no,0.0,neutral
2,"well, it did not help me with what it said it was going to do. hopefully it works for others but not for me, i have hormonal acne and have a few scars from it also my skin is oily and dry.honest review 🫨🫨",CeraVe,"['not', 'not', 'scars', 'dry honest']",not not scar dry honest,0.26666666666666666,positive
2,"cerave retinol serum is a light lotion, not a true retinol serum. i wash, apply the cerave, then apply a light moisturizer before bed. by morning my face is chapped, indicating that both the cerave and moisturizer had evaporated completely while i was sleeping. i am now applying a light cream after the cerave. either way, the cerave has had no effect on the texture of my skin. the cerave has been both harmless and useless. as such, i don’t see the point in buying it again.doesn’t work",CeraVe,"['light', 'not', 'true', 'light', 'bed', 'chapped', 'indicating', 'evaporated', 'completely', 'sleeping', 'light', 'harmless', 'useless', 'buying', 'again doesn']",light not true light bed chapped indicating evaporated completely sleeping light harmless useless buying again doesn,0.10416666666666667,positive
2,i have a sun spot on my face from the beach so i tried this because i heard good things but i’ve been using if for months and i haven’t seen any positive changes.no changes in skin,CeraVe,"['spot', 'beach', 'heard', 'months', 'positive', 'changes no']",spot beach heard month positive changes no,0.22727272727272727,positive
2,i have been using this every night before bed for 7 months straight and i see no improvement or difference whatsoever. disappointingdoesn’t work,CeraVe,"['bed', 'months', 'straight', 'whatsoever', 'disappointingdoesn']",bed month straight whatsoever disappointingdoesn,0.2,positive
2,i expected this to be scent free like the other cerave products i use but it isn't. it has a very strong smell. my skin immediately began burning and turning bright red with only a thin application. i gave it to my teenage son and it seems to be working well for him but i would not recommend it for very sensitive skin.not for sensitive skin,CeraVe,"['expected', 'products', 'nt', 'strong', 'burning', 'bright', 'red', 'application', 'teenage', 'son', 'not', 'recommend', 'skin not']",expected product nt strong burning bright red application teenage son not recommend skin not,0.20666666666666664,positive
2,"the media could not be loaded.
                



 the consistency of the serum that’s not seem right to me. i don’t know if that’s how it is.cera ve resurfacing retinol serum",CeraVe,"['media', 'not', 'loaded', 'consistency', 'not', 'is cera', 'resurfacing']",medium not loaded consistency not is cera resurfacing,0.0,neutral
2,the product didn’t stop my breakouts. but everyone's breakouts vary due to different reasons. what might work for me may not work for you vice-versa.oily skin,CeraVe,"['breakouts', 'breakouts', 'vary', 'reasons', 'not', 'viceversa oily']",breakout breakout vary reason not viceversa oily,0.0,neutral
2,"i have used and loved several cerave products for years. speaking of years, i thought perhaps i had enough years on me that i should try this retinol serum in an effort to improve the appearance of both fine lines and adult acne. i liked the first bottle enough to order it again. i don’t remember the first bottle having much scent or smell at all. this bottle stinks. like a petroleum refinery. thankfully i only smell it when it’s fresh and near my nose, but yuck. it doesn’t make me want to put it on my face. it makes me wonder if it’s contaminated or counterfeit — or if i need to question my confidence in cerave. i also don’t notice much of an effect beyond a little moisture.2nd bottle stinks like a petroleum refinery! fake?",CeraVe,"['loved', 'products', 'speaking', 'effort', 'improve', 'appearance', 'fine', 'lines', 'adult', 'remember', 'stinks', 'petroleum', 'refinery', 'thankfully', 'fresh', 'nose', 'yuck', 'contaminated', 'counterfeit', 'question', 'confidence', 'notice', 'moisture ', 'stinks', 'petroleum', 'refinery', 'fake']",loved product speaking effort improve appearance fine line adult remember stink petroleum refinery thankfully fresh nose yuck contaminated counterfeit question confidence notice moisture  stink petroleum refinery fake,0.20333333333333337,positive
2,used for over two months and i saw no difference. really wanted to love it like i do their other products but for this price? not worth itno difference,CeraVe,"['months', 'love', 'products', 'not', 'worth', 'itno']",month love product not worth itno,0.175,positive
2,"the last 2 bottles i ordered on here were the same as the store bought and the price was great! however, this last bottle is a lotion, not the clear serum as previously bought. back to the store i go :(lotion not serum sadly",CeraVe,"['bottles', 'store', 'not', 'store', 'not', 'sadly']",bottle store not store not sadly,0.25,positive
2,i bought because it has great reviews but i’m on my second bottle and it has not worked for even my “easiest” acne scars after 4+ months. used both day and night.will not buy again,CeraVe,"['reviews', 'not', 'easiest', 'scars', 'months', 'night will', 'not']",review not easiest scar month night will not,0.0,neutral
2,the formula wouldn’t come out of the bottle no matter how many times i pumped it and when i opened the bottle it was halfway emptyscam,CeraVe,"['formula', 'matter', 'times', 'pumped', 'halfway', 'emptyscam']",formula matter time pumped halfway emptyscam,0.0,neutral
2,"bottle arrived without a lid and not in the box. the box was separate in the package, opened and smashed.used product",CeraVe,"['arrived', 'lid', 'not', 'separate', 'package', 'smashed used']",arrived lid not separate package smashed used,0.0,neutral
2,"i don't have sensitive skin. i used it several days in a row (once a day) with no issues. suddenly, the side of an eye and the side of my mouth are red and peeling. both are accompanied by a mild burning sensation. i applied it evenly to my entire face as the directions instructed. needless to say i stopped applying it once the irritation began. it's now the second day of these issues and i have a feeling it'll take several more at least for my skin to heal.irritated non-sensitive skin",CeraVe,"['nt', 'days', 'row', 'issues', 'suddenly', 'mouth', 'red', 'peeling', 'accompanied', 'mild', 'burning', 'sensation', 'applied', 'entire', 'directions', 'instructed', 'needless', 'stopped', 'irritation', 'issues', 'heal irritated', 'nonsensitive']",nt day row issue suddenly mouth red peeling accompanied mild burning sensation applied entire direction instructed needle stopped irritation issue heal irritated nonsensitive,0.08333333333333333,positive
2,been using it twice a day for almost a month now and have noticed no change what so ever.doesn't work,CeraVe,"['change', 'ever does', 'nt']",change ever does nt,0.0,neutral
2,i have very sensitive skin. this brand was recommended by someone who must have very sensitive skin.my face broke out using this particular brand of the product.too many chemicals,CeraVe,"['recommended', 'skin my', 'broke', 'product too', 'chemicals']",recommended skin my broke product too chemical,0.0,neutral
2,"it helps, but doesn't last long at all.too small a bottle for the price",CeraVe,"['helps', 'nt', 'all too']",help nt all too,0.0,neutral
2,i have used this for several nights both morning and night and have not noticed a differencedid not work,CeraVe,"['nights', 'not', 'differencedid', 'not']",night not differencedid not,0.0,neutral
2,didn’t expect much. very obvious help for skin issues.kind of amazing.,CeraVe,"['expect', 'obvious', 'issues kind', 'amazing']",expect obvious issues kind amazing,0.4000000000000001,positive
2,product arrived damaged. very disappointedarrived damaged,CeraVe,"['arrived', 'damaged', 'disappointedarrived', 'damaged']",arrived damaged disappointedarrived damaged,0.0,neutral
2,"noticing no change from use. not causing breakouts, either. not sure there is enough retinol to do anything.cerave refuses to disclose percent of retinol. i doubt there is much in this.",CeraVe,"['noticing', 'change', 'not', 'causing', 'breakouts', 'not', 'anything cerave', 'refuses', 'disclose', 'percent', 'doubt']",noticing change not causing breakout not anything cerave refuse disclose percent doubt,0.0,neutral
2,1st time i tried to use it puprr does not work.cera v,CeraVe,"['puprr', 'not', 'work cera']",puprr not work cera,0.0,neutral
2,"another disappointing cream for me. i purchased this for the purpose of reducing the look of acne scars and as i saw it was good for sensitive skin and included retinol, i was excited to try this. i have had severe acne in the past that has left me with large acne scars, and thought i'd give this a try. it has little to no smell, doesn't leave a sticky residue, does not stain your bed sheets which i appreciate, however after 1 month of regular nightly use, i saw no difference in my skin whatsoever. maybe it will work on someone with not that bad of acne scars, but as for me i will discontinue and keep looking for another product.i wish i could like the cerave brand but",CeraVe,"['disappointing', 'purpose', 'reducing', 'scars', 'included', 'excited', 'severe', 'left', 'scars', 'nt', 'sticky', 'residue', 'not', 'stain', 'bed', 'sheets', 'regular', 'nightly', 'whatsoever', 'not', 'bad', 'scars', 'discontinue', 'product i']",disappointing purpose reducing scar included excited severe left scar nt sticky residue not stain bed sheet regular nightly whatsoever not bad scar discontinue product i,0.024999999999999988,positive
2,"crossed my fingers when i purchased but not for me. i have terrible skin. oily, dry, flaky, acne prone… you name it i got it. i got this in hopes of reducing my spots but after one use i was done. my skin got super itchy and irritated. had to stop right away.not for my sensitivity",CeraVe,"['crossed', 'fingers', 'not', 'terrible', 'flaky', 'prone', 'hopes', 'reducing', 'spots', 'super', 'itchy', 'irritated', 'away not', 'sensitivity']",crossed finger not terrible flaky prone hope reducing spot super itchy irritated away not sensitivity,0.41666666666666663,positive
2,don’t bothernothing,CeraVe,['bothernothing'],bothernothing,0.0,neutral
2,"i wanted to love  this product, but it only caused more break outs. i tried to use it for a few weeks thinking my skin just had to get used to it, but that wasn't the case. unfortunately, i cannot recommend.not for everyone",CeraVe,"['love', 'caused', 'break', 'outs', 'weeks', 'thinking', 'nt', 'not', 'recommend not']",love caused break out week thinking nt not recommend not,0.5,positive
2,i didn't get a chance to use it yet but the package was open and half used.was open,CeraVe,"['nt', 'chance', 'package', 'used was']",nt chance package used was,0.0,neutral
2,after using for a few days it's made my face feel oily and cause a breakout.makes skin feel oily and breakout,CeraVe,"['days', 'breakout makes', 'breakout']",day breakout makes breakout,0.0,neutral
2,it was great but… it came out the package??great but the packaging??,CeraVe,['package'],package,0.0,neutral
2,"i have very sensitive combination skin and this made me breakout. i stopped using it and gave it to my mom. cerave products are usually so good, i'm surprised i broke out. i do like that it is not scented.it's not for everyone",CeraVe,"['combination', 'breakout', 'stopped', 'mom', 'products', 'surprised', 'broke', 'not', 'scented it', 'not']",combination breakout stopped mom product surprised broke not scented it not,0.1,positive
2,it broke me out. it doesn't smell like much which is a preference of mine. its moisturizes alright but its more like a spot treatment. i do not recommend this to those with sensitive skin.not for me,CeraVe,"['broke', 'nt', 'preference', 'alright', 'spot', 'treatment', 'not', 'recommend', 'skin not']",broke nt preference alright spot treatment not recommend skin not,0.0,neutral
2,this product worked until i had an allergic reaction around my mouth. my lips were in so much pain and around my mouth itched. it's taking me 2 weeks to get back to normal. no scent and helped my skin when i could use it.be careful around your mouth,CeraVe,"['allergic', 'reaction', 'mouth', 'lips', 'pain', 'mouth', 'itched', 'weeks', 'normal', 'helped', 'it be', 'careful', 'mouth']",allergic reaction mouth lip pain mouth itched week normal helped it be careful mouth,0.024999999999999994,positive
2,"applied this serum for a month, did absolutely nothing for my acne scars. waste of money, had my high hopes about cerave but disappointedsave your money",CeraVe,"['applied', 'absolutely', 'scars', 'waste', 'money', 'hopes', 'disappointedsave', 'money']",applied absolutely scar waste money hope disappointedsave money,0.0,neutral
2,pump doesn’t workpump came defective,CeraVe,"['workpump', 'defective']",workpump defective,0.0,neutral
2,"the box looked used and a bit worn, and the container was not unsealed.  easily could have been a refilled bottle.  i returned it.concerning, since the box and container were not sealed.",CeraVe,"['looked', 'worn', 'not', 'unsealed', 'easily', 'refilled', 'returned', 'it concerning', 'not', 'sealed']",looked worn not unsealed easily refilled returned it concerning not sealed,0.43333333333333335,positive
2,no difference in skinno scent have not noticed a difference,CeraVe,"['skinno', 'not']",skinno not,0.0,neutral
2,i’ve had this before and it worked wonders. i don’t know if they changed the formula but i got burns on my skin the second time i bought it and it was extremely sensitive even after not applying it for 3 days.upsetting,CeraVe,"['wonders', 'changed', 'formula', 'burns', 'extremely', 'not', 'days upsetting']",wonder changed formula burn extremely not days upsetting,0.0625,positive
2,this product causes breakouts on my face. not useful for me.not what i expected.,CeraVe,"['breakouts', 'not', 'me not', 'expected']",breakout not me not expected,0.05,positive
2,"it's ""ok"". if you have very sensitive skin, this would probably be a great option. if you don't, get a real treat lolit's ""ok""",CeraVe,"['option', 'nt', 'real', 'treat', 'lolit']",option nt real treat lolit,0.2,positive
2,didn't work for mei don't see any difference,CeraVe,"['nt', 'mei', 'nt']",nt mei nt,0.0,neutral
2,the besteasy application,CeraVe,"['besteasy', 'application']",besteasy application,0.0,neutral
2,i used to see my open pores would change but i did not see anything changed my skinit’s okay product,CeraVe,"['pores', 'change', 'not', 'changed', 'skinit']",pore change not changed skinit,0.0,neutral
2,really didnt moisturize my skin like it said it would.didnt moistureize my face,CeraVe,"['would didnt', 'moistureize']",would didnt moistureize,0.0,neutral
2,highly irritated my skin and did nothing for itdoes not work,CeraVe,"['highly', 'irritated', 'itdoes', 'not']",highly irritated itdoes not,0.16,positive
2,i love cerava products. just not really this one.meh,CeraVe,"['love', 'cerava', 'products', 'not', 'one meh']",love cerava product not one meh,0.5,positive
2,"i had a post acne and wanted to deal with it, but after applying it each evening for a week, a lot of new acne have appeared, so decided to not use it anymoreacne skin",CeraVe,"['post', 'deal', 'evening', 'appeared', 'decided', 'not', 'anymoreacne']",post deal evening appeared decided not anymoreacne,0.0,neutral
2,"i didn't buy this from amazon but i'd like my review to be seen. i have sensitive skin and dry skin so when i saw this product i thought, ""perfect! this will help my acne."" but no. while i can't speak on if it helps clear up acne, i can say that it irritated my skin and made it flaky. my face felt hot too. of course, everyone's skin is different but this product was just not it for me.made my skin irritated and dry.",CeraVe,"['nt', 'amazon', 'perfect', 'nt', 'speak', 'helps', 'irritated', 'flaky', 'hot', 'not', 'me made', 'irritated']",nt amazon perfect nt speak help irritated flaky hot not me made irritated,0.625,positive
2,"highly comedogenic (clogs pores). i work with isopropyl myristate but never in facial products because it’s highly pore clogging! just beware!excerpt from online:isopropyl myristate is highly comedogenic.comedogenic ingredients are pore-clogging and can cause breakouts. even if a single ingredient such as isopropyl myristate in a skincare or cosmetic / makeup product is comedogenic, that becomes its weakest link, rendering the product as a whole comedogenic.acne mantra › isopropyl-myristate-...is isopropyl myristate comedogenic? - acne mantranot non comedogenic as stated!",CeraVe,"['highly', 'comedogenic', 'clogs', 'pores', 'isopropyl', 'myristate', 'products', 'highly', 'pore', 'clogging', 'beware', 'excerpt', 'online', 'isopropyl', 'myristate', 'highly', 'comedogenic comedogenic', 'ingredients', 'poreclogging', 'breakouts', 'single', 'isopropyl', 'myristate', 'cosmetic', 'comedogenic', 'weakest', 'link', 'rendering', 'comedogenic acne', 'mantra', 'isopropylmyristate', 'isopropyl', 'myristate', 'comedogenic', 'mantranot', 'comedogenic', 'stated']",highly comedogenic clog pore isopropyl myristate product highly pore clogging beware excerpt online isopropyl myristate highly comedogenic comedogenic ingredient poreclogging breakout single isopropyl myristate cosmetic comedogenic weakest link rendering comedogenic acne mantra isopropylmyristate isopropyl myristate comedogenic mantranot comedogenic stated,0.10214285714285715,positive
2,"i been using this for about 2 months, and keeping really close track. my pores still the same, i do not see any difference at all. blemishes in all there. i never write reviews, but i just had to. hopefully this gets read.it just does not do anything it really claims",CeraVe,"['months', 'keeping', 'close', 'track', 'pores', 'not', 'blemishes', 'write', 'reviews', 'read it', 'not', 'claims']",month keeping close track pore not blemish write review read it not claim,0.0,neutral
2,"this is possibly a good starter or a product for someone very young. the retinol percentage is so incredibly low that i'm not even sure how effective it would be, not to mention that i personally believe in retinoid versus retinol. i love cereve, but i'm curious why dimethicon (silicone) is included as it's a possible skin irritant.beware of silcones and low retinol",CeraVe,"['starter', 'percentage', 'incredibly', 'not', 'effective', 'not', 'mention', 'personally', 'retinoid', 'love', 'cereve', 'curious', 'dimethicon', 'silicone', 'included', 'irritant beware', 'silcones']",starter percentage incredibly not effective not mention personally retinoid love cereve curious dimethicon silicone included irritant beware silcones,0.025,positive
2,the only difference this product made was in my wallet! better products  for less money ! not that this was expensive or anything i just expected more from the product that was so hyped up!still waiting on results!!,CeraVe,"['wallet', 'products', 'money', 'not', 'expensive', 'expected', 'hyped', 'waiting']",wallet product money not expensive expected hyped waiting,0.075,positive
2,it didn't bother my skin much but i didnt see any improvement. my pores were getting clogged. sent it back.no good,CeraVe,"['nt', 'bother', 'pores', 'clogged', 'back no']",nt bother pore clogged back no,0.0,neutral
2,i don’t see any improvements after using the whole bottle.no result after all,CeraVe,"['improvements', 'bottle no', 'result']",improvement bottle no result,0.0,neutral
2,used it for 3 days and broke out.watch for break outs,CeraVe,"['days', 'broke', 'out watch', 'break', 'outs']",day broke out watch break out,0.0,neutral
1,waste of my money! what a bummer because i love their lotion. did nothing.so this doesn't work.,La Roche-Posay,"['waste', 'money', 'bummer', 'love', 'nothing so', 'nt']",waste money bummer love nothing so nt,0.15,positive
1,"made my skin itchy and broke out in a rash. it’s non returnable, but i was able to get a refund & threw it away!!gave me a rash",La Roche-Posay,"['itchy', 'broke', 'rash', 'returnable', 'refund', 'threw', 'rash']",itchy broke rash returnable refund threw rash,0.0,neutral
1,"when i purchased this, i thought it was just new packaging, but this serum is very different from the original effaclar serum that was giving me such fantastic results.  i can’t find any information to show comparisons and differences.  im not sure if i should be returning this for a refund and looking for something new or giving it a few weeks.  im finding mixed reviews.not the same",La Roche-Posay,"['original', 'effaclar', 'fantastic', 'comparisons', 'differences', 'not', 'returning', 'refund', 'weeks', 'finding', 'mixed', 'reviews not']",original effaclar fantastic comparison difference not returning refund week finding mixed reviews not,0.25833333333333336,positive
1,the product is not transparent. i order this product through here and i was concerned with the cloudy color so i checked double checked with ulta to see if this was an ok color and they told me no.not transparent,La Roche-Posay,"['not', 'transparent', 'concerned', 'cloudy', 'color', 'checked', 'double', 'checked', 'ulta', 'color', 'told', 'no not', 'transparent']",not transparent concerned cloudy color checked double checked ulta color told no not transparent,0.0,neutral
1,i broke out only in the places that i applied this stuff to. it's the only thing i've changed in my routine and i am getting white heads left and almost the day after using it.broke me out,La Roche-Posay,"['broke', 'applied', 'changed', 'heads', 'left', 'it broke']",broke applied changed head left it broke,0.0,neutral
1,i love this brand but this product is irritating  my skin. it’s the first time something like that happens to me with a product. i can not use it at allirritated skin after use,La Roche-Posay,"['love', 'irritating', 'not', 'allirritated']",love irritating not allirritated,0.04999999999999999,positive
1,"i have a lot of irritation on the face, a lot of itching, redness and peeling, a kind of lump in each area where i applied and deep wrinkles were marked. i am using the kit for 3 days, what do i do? has something similar happened to someone?complications",La Roche-Posay,"['irritation', 'itching', 'redness', 'peeling', 'lump', 'applied', 'deep', 'wrinkles', 'marked', 'kit', 'days', 'happened', 'complications']",irritation itching redness peeling lump applied deep wrinkle marked kit day happened complication,0.05,positive
1,i love la roche posay products as they are made in a labarotory with natural products.  i have a very sensitive skin and this serum i see too strong for my skin.  it burns and created a rash.not for sensitive skin,La Roche-Posay,"['love', 'roche', 'posay', 'products', 'labarotory', 'natural', 'products', 'strong', 'burns', 'created', 'rash not']",love roche posay product labarotory natural product strong burn created rash not,0.3444444444444444,positive
1,i gave this a shot for a while but i did not see any changes.does not work :(,La Roche-Posay,"['shot', 'not', 'changes does', 'not']",shot not changes does not,0.0,neutral
1,"this stuff stings, burns, and leaves my skin red! they're giving me hell about trying to do a return. i don't normally have sensitive skin. would not recommend.i do not recommend",La Roche-Posay,"['stings', 'burns', 'leaves', 'red', 'return', 'nt', 'not', 'recommend i', 'not', 'recommend']",sting burn leaf red return nt not recommend i not recommend,0.0,neutral
1,not that goodnot a big deal,La Roche-Posay,"['not', 'goodnot', 'deal']",not goodnot deal,0.0,neutral
2,"i really wanted to love this product, but denatured alcohol is way too high on this ingredient list and i could’ve told you that without looking through it. i can immediately smell it as soon as i open it. alcohol of this nature is not good at all for your skin! such a stripping ingredient is not helpful to get rid of fine lines and signs of aging. everyone knows that hydration is key to reduce the look of fine lines. i love other products from this brand. the 3-step effaclar line for acne was my skin savior!...i will finish this out by applying to the oiliest part of my face because i don’t want to waste product and applying moisturizer soon after, but i will not be repurchasing until it is reformulated without alcohol dn.la roche-posay, you can do better",La Roche-Posay,"['love', 'denatured', 'alcohol', 'list', 'told', 'alcohol', 'nature', 'not', 'stripping', 'not', 'helpful', 'rid', 'fine', 'lines', 'signs', 'aging', 'hydration', 'key', 'fine', 'lines', 'love', 'products', 'effaclar', 'savior', 'finish', 'oiliest', 'waste', 'not', 'repurchasing', 'reformulated', 'alcohol', 'dn la', 'rocheposay']",love denatured alcohol list told alcohol nature not stripping not helpful rid fine line sign aging hydration key fine line love product effaclar savior finish oiliest waste not repurchasing reformulated alcohol dn la rocheposay,0.27222222222222225,positive
2,"i had mild acne before but now that i am beginning to go through menopause, my skin is really breaking out and pores are getting very clogged. this product is a real pore-clogger, so if you have the same tendency to have your pores clog up, beware! i looked at the ingredient panel and this product contains hydrogenated castor oil! castor oil is very, very oily and in fact, is taken internally to produce bowel movements. why on earth would anyone put castor oil in a product that is supposed to be used as part of the acne line? i had saved my receipt in case i had problems with this product (i do that with all cosmetic products) and i took it back to cvs and got my money back.  i would never use this again, but am seeking help from a dermatologist.  if you tend to break out and have clogged pores, i do not recommend using this product.not for those with oily skin or clogged pores",La Roche-Posay,"['mild', 'menopause', 'breaking', 'pores', 'clogged', 'real', 'poreclogger', 'tendency', 'pores', 'clog', 'beware', 'looked', 'panel', 'hydrogenated', 'castor', 'castor', 'internally', 'produce', 'bowel', 'movements', 'earth', 'castor', 'supposed', 'saved', 'receipt', 'cosmetic', 'products', 'cvs', 'money', 'seeking', 'tend', 'break', 'clogged', 'pores', 'not', 'recommend', 'product not', 'clogged', 'pores']",mild menopause breaking pore clogged real poreclogger tendency pore clog beware looked panel hydrogenated castor castor internally produce bowel movement earth castor supposed saved receipt cosmetic product cv money seeking tend break clogged pore not recommend product not clogged pore,0.17777777777777778,positive
1,"so i bought this product bc i have the cereve skin renewing vitamin c serum and it is the best freaking thing ever! it’s like putting silk on your skin.  well i needed moisturizer and decided to try a new one, and i thought this would be great bc it’s in the “skin renewing” line up, has ceramides and sunscreen built in.well no. just no.  not good at allllllll.  i like a thick creamy moisturizer bc i have dry skin, but this stuff is like almost chalky? it’s literally so dry when you pump it out.  and then it pills immediately upon touching skin.  like don’t even try continuing to rub it in bc you will just end up with little balls all over your skin and hands.  i’ve tried applying it on top of certain products only, no products at all, on top of a super moisturizing face oil and nope.  every time just awful!  and on top of it all, it doesn’t even moisturize.  i look super matte after application.  i’m done trying to like this product.noooooo",CeraVe,"['bc', 'cereve', 'renewing', 'vitamin', 'freaking', 'putting', 'silk', 'decided', 'bc', 'renewing', 'ceramides', 'built', 'in well', 'not', 'allllllll', 'creamy', 'bc', 'chalky', 'literally', 'pills', 'touching', 'continuing', 'bc', 'balls', 'hands', 'products', 'products', 'super', 'nope', 'awful', 'super', 'matte', 'application', 'product noooooo']",bc cereve renewing vitamin freaking putting silk decided bc renewing ceramides built in well not allllllll creamy bc chalky literally pill touching continuing bc ball hand product product super nope awful super matte application product noooooo,0.041666666666666644,positive
1,"i really love cerave's night cream, so thought i'd try this day cream. they couldn't be any different! this product stays on top of your skin and pills with the application of anything over the top of it. my skin doesn't feel hydrated and it leaves a white cast on my already pale skin. i will not purchase again.shouldn't even be called a face cream",CeraVe,"['love', 'nt', 'stays', 'pills', 'application', 'nt', 'hydrated', 'leaves', 'cast', 'pale', 'not', 'purchase', 'again should', 'nt', 'called']",love nt stay pill application nt hydrated leaf cast pale not purchase again should nt called,0.14500000000000002,positive
1,i love all cerave products but this one not at all. very hard to apply...way to flaky turns into little white balls all over the face. not good.too flaky,CeraVe,"['love', 'products', 'not', 'hard', 'flaky', 'balls', 'not', 'good too', 'flaky']",love product not hard flaky ball not good too flaky,0.09861111111111114,positive
1,not a fan of this. it left white residue and little flakes of the moisturizer on my skin. it also did not seem very hydrating.flaky & leaves residue,CeraVe,"['not', 'fan', 'left', 'residue', 'flakes', 'not', 'hydrating flaky', 'leaves', 'residue']",not fan left residue flake not hydrating flaky leaf residue,0.0,neutral
1,leaves my skin with a white cast.white cast,CeraVe,"['leaves', 'cast white', 'cast']",leaf cast white cast,0.0,neutral
1,it made my face look dryno go,CeraVe,['dryno'],dryno,0.0,neutral
1,"looking for something moisturizing and glides on like butter? fugitaboutit, this is not what you want. this stuff is like the old oxide sunscreens of yesteryear that seem to lie on top of your skin in a white chalky paste. i won't buy this again and i would definitely not recommend it.goes on like white paste",CeraVe,"['glides', 'butter', 'fugitaboutit', 'not', 'oxide', 'sunscreens', 'yesteryear', 'lie', 'chalky', 'paste', 'wo', 'nt', 'not', 'recommend', 'it goes', 'paste']",glide butter fugitaboutit not oxide sunscreen yesteryear lie chalky paste wo nt not recommend it goes paste,0.0,neutral
