Rating,Review,Brand,NoStopW Tokens,Lemmatized Tokens,VADER Polarity Score,VADER Sentiment
5,good service and skingreat store!,La Roche-Posay,"['service', 'skingreat', 'store']",service skingreat store,0.0,neutral
5,i've been struggling with hormonal acne ever since come off of birth control a few months ago and nothing has helped but this product! i swear in just a few days of using it twice a day my skin has completely cleared. if you are struggling with acne and breakouts buy this product you will not regret it!!it works!,La Roche-Posay,"['struggling', 'birth', 'months', 'helped', 'swear', 'days', 'completely', 'cleared', 'struggling', 'breakouts', 'not', 'regret']",struggling birth month helped swear day completely cleared struggling breakout not regret,-0.4166,negative
5,"i work in a hospital and have been wearing a mask since the outbreak started. i was breaking out terribly and was a little skeptical about anti breakout cream but i was desperate. i went on amazon and searched for the best cream for pimples. this brand (laroche) and differin came up. i bought both. while i can’t comment on the differin, i can tell you that this has worked so well i haven’t needed to try the other one. i also haven’t started peeling. usually creams for breakouts cause my skin to peel. i have been using this for three weeks now and have had no side effects as of yet. i put a thin layer on my whole face and not only are all the blackheads on my nose gone, i haven’t had any pimples on my jaw or cheekbones from the masks. i’m pretty stoked.so happy",La Roche-Posay,"['hospital', 'wearing', 'mask', 'outbreak', 'breaking', 'terribly', 'skeptical', 'anti', 'breakout', 'desperate', 'amazon', 'searched', 'pimples', 'laroche', 'differin', 'comment', 'differin', 'peeling', 'creams', 'breakouts', 'peel', 'weeks', 'effects', 'layer', 'not', 'blackheads', 'nose', 'pimples', 'jaw', 'cheekbones', 'masks', 'pretty', 'stoked so', 'happy']",hospital wearing mask outbreak breaking terribly skeptical anti breakout desperate amazon searched pimple laroche differin comment differin peeling cream breakout peel week effect layer not blackhead nose pimple jaw cheekbone mask pretty stoked so happy,-0.1548,negative
5,i have the worst cystic acne and recently it’s been the worst it’s ever been and this got rid of it so quickly! i suffer from eczema and super sensitive skin as well but i haven’t had any issues besides maybe a little dryness but as long as you use a moisturizer you should be okay! literally the best stuff i’ve tried so far. took about a week for all of my acne to go away.best for cystic acne,La Roche-Posay,"['worst', 'cystic', 'worst', 'rid', 'suffer', 'eczema', 'super', 'issues', 'dryness', 'literally', 'away best', 'cystic']",worst cystic worst rid suffer eczema super issue dryness literally away best cystic,-0.5574,negative
5,"i’ve been transitioning off of hormonal birth control and i’ve had uncontrollable, painful hormonal acne as a result. this has very quickly and very dramatically helped. i’m finally confident in my skin again. if you’re struggling to find something that’ll help try this out.saving grace",La Roche-Posay,"['transitioning', 'birth', 'uncontrollable', 'painful', 'result', 'dramatically', 'helped', 'confident', 'struggling', 'out saving', 'grace']",transitioning birth uncontrollable painful result dramatically helped confident struggling out saving grace,-0.296,negative
5,"i've finally found a regimen that is cutting way down on my horribly annoying mid-30's adult acne!i have/had jaw-line and cheek acne.  after a couple of years of struggling,mentally and physically, with really bad acne, i'm feeling hope after compiling a rather long list of products.if i can help someone else, i'll be very happy.here's what i do in the morning and night(in order of application, wait roughly 5 minutes between products)wash: topix benzoyl peroxide 10% wash 8 oz bottle: $14.45- lasted 5 months!exfoliates: alpha hydrox enhanced lotion 10 percent glycolic aha -- 6 fl oz anti-wrinkle: $10.35- lasts for 4-5 monthsfights zits and supposedly helps with texture of skin: epionce lytic tx :$54 (expensive, but compared to what i was 'trying' that wasn't working, worth it.) - only 1.7 ounces, on first tube  - wait 7 minutes before applying next product.fights pimples: la roche-posay dual action acne treatment: $36.95- lasts for about 1.5-2 months.presription clindamycin: $15(lasts 2 months)moisturizer:night:  cerave moisturizing lotion, 12-ounce bottle: $10.94day:  olay complete all day uv spf 15 moisturizer, sensitive skinlove it, wish it was cheaper",La Roche-Posay,"['regimen', 'cutting', 'horribly', 'annoying', 'adult', 'havehad', 'jawline', 'cheek', 'couple', 'struggling', 'mentally', 'physically', 'bad', 'hope', 'compiling', 'list', 'products if', 'happy here', 'application', 'wait', 'roughly', 'minutes', 'products', 'topix', 'benzoyl', 'peroxide', 'oz', ' ', 'lasted', 'months', 'exfoliates', 'alpha', 'hydrox', 'enhanced', 'percent', 'glycolic', 'aha', 'fl', 'oz', 'antiwrinkle', ' ', 'lasts', 'monthsfights', 'zits', 'supposedly', 'helps', 'epionce', 'lytic', 'tx', 'expensive', 'compared', 'nt', 'worth', ' ', 'ounces', 'wait', 'minutes', 'product fights', 'pimples', 'rocheposay', 'dual', 'action', 'treatment', ' ', 'lasts', ' ', 'months presription', 'clindamycin', 'lasts', 'months', ' ', 'olay', 'complete', 'uv', 'skinlove', 'cheaper']",regimen cutting horribly annoying adult havehad jawline cheek couple struggling mentally physically bad hope compiling list products if happy here application wait roughly minute product topix benzoyl peroxide oz   lasted month exfoliates alpha hydrox enhanced percent glycolic aha fl oz antiwrinkle   last monthsfights zit supposedly help epionce lytic tx expensive compared nt worth   ounce wait minute product fights pimple rocheposay dual action treatment   last   months presription clindamycin last month   olay complete uv skinlove cheaper,-0.4404,negative
5,i had a sore acne spot worked within two days.the best !!!,La Roche-Posay,"['sore', 'spot', 'days the']",sore spot days the,-0.3612,negative
5,"i have had acne for a long time probably over ten years. i have tried different treatments including neutrogena and pro active. i have pretty sensitive skin, but it could be worse. i can tell you this product will dry you out, especially at first, but if you get a moisturizer and use it diligently you shouldn't suffer from this dryness for long (i use simple for about $10-$13 depending on where you buy it).i get zits on the lower half of my cheeks and chin a lot. occasionally in other places but it is rare. i break out around my period and the zits are big and painful. if you have these problems this product is perfect. it lessens pain and size of the zits drastically and can get completely rid of them in like a day or two. it truly is a blessing.make sure you order it from the states. one time i ordered it from the greek marketplace because it was cheaper and it messed my face up and took a while for the states product to start working on my skin again after i used the greek marketplace product.works better than other products",La Roche-Posay,"['treatments', 'including', 'neutrogena', 'pro', 'active', 'pretty', 'worse', 'diligently', 'nt', 'suffer', 'dryness', 'simple', 'depending', 'zits', 'cheeks', 'chin', 'occasionally', 'rare', 'break', 'period', 'zits', 'painful', 'perfect', 'lessens', 'pain', 'size', 'zits', 'drastically', 'completely', 'rid', 'blessing make', 'greek', 'marketplace', 'cheaper', 'messed', 'start', 'greek', 'marketplace', 'product works', 'products']",treatment including neutrogena pro active pretty worse diligently nt suffer dryness simple depending zit cheek chin occasionally rare break period zit painful perfect lessens pain size zit drastically completely rid blessing make greek marketplace cheaper messed start greek marketplace product works product,-0.2782,negative
5,"i have been using this stuff for almost 3 months, and it has made a huge difference in my face. i suffered from awful acne during pregnancy and it decided to hang around even after i gave birth. when my regular skin care products failed, i turned to this and i’m so glad i did. i went from a face full of stubborn pimples to 95% clear skin (minus scarring) over the course of a couple of months. i started out using twice a day and then went down to once daily when the acne was mostly cleared. since using it my skin has also become less oily and less textured. only downside is if i forget to put it on, my skin kindly reminds me by breaking out again. but that’s my fault, not the products lol. overall i’m hooked and highly recommend.works like a charm",La Roche-Posay,"['months', 'huge', 'suffered', 'awful', 'pregnancy', 'decided', 'hang', 'birth', 'regular', 'products', 'failed', 'glad', 'stubborn', 'pimples', 'scarring', 'couple', 'months', 'cleared', 'textured', 'downside', 'forget', 'kindly', 'reminds', 'breaking', 'fault', 'not', 'products', 'lol', 'hooked', 'highly', 'recommend works', 'charm']",month huge suffered awful pregnancy decided hang birth regular product failed glad stubborn pimple scarring couple month cleared textured downside forget kindly reminds breaking fault not product lol hooked highly recommend works charm,-0.6679,negative
5,this really works.  my daughter was struggling with blackheads and nothing we used was working.  my daughter is a preteen and i read it was sensitive for all skins.  she used it morning and night and could see improvement by the next day.  it completely dissolves the blackheads and this is the clearest her skin has ever been without experiencing any over-drying or negative side effects.  she only used it for the few days she needs it.  i would recommend if you're struggling with blackheads and everything else seems to not be working.acne treatment miracle,La Roche-Posay,"['daughter', 'struggling', 'blackheads', 'daughter', 'preteen', 'read', 'skins', 'completely', 'dissolves', 'blackheads', 'clearest', 'experiencing', 'overdrying', 'negative', 'effects', 'days', 'recommend', 'struggling', 'blackheads', 'not', 'working acne', 'treatment', 'miracle']",daughter struggling blackhead daughter preteen read skin completely dissolve blackhead clearest experiencing overdrying negative effect day recommend struggling blackhead not working acne treatment miracle,-0.4588,negative
5,i just got this product in today and am beyond shocked. just a couple uses over the course of the day (can be applied 1-3x daily) has shrunk the pores on my nose already! i have had issues with larger pores and that get filled with gunk. not anymore!!!!!!skin saver!!!!!!!,La Roche-Posay,"['shocked', 'couple', 'applied', 'shrunk', 'pores', 'nose', 'issues', 'larger', 'pores', 'filled', 'gunk', 'not', 'saver']",shocked couple applied shrunk pore nose issue larger pore filled gunk not saver,-0.3182,negative
5,this is better than clearisilexcelent,La Roche-Posay,['clearisilexcelent'],clearisilexcelent,0.0,neutral
5,my sons acne got so much better !!make sure to test it on your skin first it does burn a little but it does the jobit does work,La Roche-Posay,"['sons', 'burn', 'jobit']",son burn jobit,0.0,neutral
5,"i never had much acne growing up but now that i'm in my 40s my chin started breaking out like crazy.  after just a few days of using this at night, i've noticed a big difference!this stuff really works!",La Roche-Posay,"['growing', 'chin', 'breaking', 'crazy', 'days']",growing chin breaking crazy day,-0.1779,negative
4,"i will continue to use this, a little bit goes a long way. it’s just “okay” tho. i will not repurchase. it’s too dry and doesn’t keep me moisturized all day. might be better for someone with more oily skin.it’s okay.",CeraVe,"['continue', 'tho', 'not', 'repurchase', 'skin it']",continue tho not repurchase skin it,0.0,neutral
4,"it did its work - moisturize and sun screen, but it is not friendly for those who need makeup afterwards. it creates film on face, if u rub it it becomes tiny chips. i wear it in weekends if staying home. wont buy againit did its work but wont buy again",CeraVe,"['screen', 'not', 'friendly', 'creates', 'film', 'tiny', 'chips', 'weekends', 'staying', 'againit']",screen not friendly creates film tiny chip weekend staying againit,-0.5334,negative
4,"i have been using mary kay face cream with sunscreen, but it has just gotten too expensive.  this seems to do the job.this seems to do the job",CeraVe,"['mary', 'kay', 'expensive', 'job this', 'job']",mary kay expensive job this job,0.0,neutral
4,it is not thick enough.moisturizer,CeraVe,"['not', 'enough moisturizer']",not enough moisturizer,0.0,neutral
4,good daily moisturizergood,CeraVe,['moisturizergood'],moisturizergood,0.0,neutral
4,"cerave is a skincare brand that offers a range of products such as cleansers, moisturizers, sunscreens, and serums. the brand is known for its use of ceramides, which are natural lipids found in the skin that help to maintain the skin's barrier function.overall, cerave products are highly rated by dermatologists and consumers alike due to their effectiveness and affordability. many of their products are fragrance-free, non-comedogenic, and suitable for sensitive skin. the brand is also well-known for its moisturizing properties, which can help to improve the appearance of dry or irritated skin.however, as with any skincare brand, some people may experience negative reactions or find that the products don't work well for their specific skin type. it's always recommended to patch test new products and consult with a dermatologist if you have any concerns about your skin.my only concern is pricing i remember buying this product way cheaper in sam's clubreliable",CeraVe,"['offers', 'range', 'products', 'cleansers', 'sunscreens', 'serums', 'ceramides', 'natural', 'lipids', 'maintain', 'barrier', 'function overall', 'products', 'highly', 'rated', 'dermatologists', 'consumers', 'alike', 'effectiveness', 'affordability', 'products', 'fragrancefree', 'noncomedogenic', 'suitable', 'wellknown', 'properties', 'improve', 'appearance', 'irritated', 'skin however', 'experience', 'negative', 'reactions', 'products', 'nt', 'specific', 'type', 'recommended', 'patch', 'products', 'consult', 'concerns', 'skin my', 'concern', 'pricing', 'remember', 'buying', 'cheaper', 'sam', 'clubreliable']",offer range product cleanser sunscreen serum ceramides natural lipid maintain barrier function overall product highly rated dermatologist consumer alike effectiveness affordability product fragrancefree noncomedogenic suitable wellknown property improve appearance irritated skin however experience negative reaction product nt specific type recommended patch product consult concern skin my concern pricing remember buying cheaper sam clubreliable,-0.25,negative
4,"it is creamy and soaks into my skin well. i need a little extra help for my skin to not feel dry in addition to this. i can't comment on the sun ware, but i supposed i haven't gotten burned so that's a good sign (although i didn't burn before this either). it does have additives that aren't great for you.moisturizes well",CeraVe,"['creamy', 'soaks', 'extra', 'not', 'addition', 'nt', 'comment', 'ware', 'supposed', 'nt', 'burned', 'sign', 'nt', 'burn', 'additives', 'nt', 'you moisturizes']",creamy soak extra not addition nt comment ware supposed nt burned sign nt burn additive nt you moisturizes,0.0,neutral
4,great for my skinmoisturizer,CeraVe,['skinmoisturizer'],skinmoisturizer,0.0,neutral
4,sometimes when you rub it into your skin it sheds a little but its so soft like butter on your skin and it doesnt have that heavy feel to it when you put it onit does kind of shead but other than that its great,CeraVe,"['sheds', 'soft', 'butter', 'heavy', 'onit', 'shead']",shed soft butter heavy onit shead,0.0,neutral
4,"the product is good, but just not what i’m looking for!decent, but feels heavy and takes a while to rub in",CeraVe,"['not', 'decent', 'feels', 'heavy', 'takes']",not decent feel heavy take,0.0,neutral
4,i just got it todaygood brand,CeraVe,['todaygood'],todaygood,0.0,neutral
4,probably a good choice to combine sunscreen with moisturizer for face when outdoors during summer. but this stuff is very thick and goes on like a heavy zinc oxide sunscreen. it does eventually become transparent but you have to work it in well. also kind of expensive for the amount you get. might be better to just use your regular moisturizer and then put your own sunscreen on over it. definitely cheaper that way.has consistency of zinc oxide sunscreen,CeraVe,"['choice', 'combine', 'outdoors', 'summer', 'heavy', 'zinc', 'oxide', 'eventually', 'transparent', 'expensive', 'regular', 'cheaper', 'way has', 'consistency', 'zinc', 'oxide']",choice combine outdoors summer heavy zinc oxide eventually transparent expensive regular cheaper way has consistency zinc oxide,0.0,neutral
4,"i think it is the sunscreen that makes this moisturizer heavier than the pm version. it has a stickier feel to me. but works well, and i do like having the sunscreen during the day, i just wish it were closer to the feel of the pm moisturizer.heavier moisturizer",CeraVe,"['heavier', 'version', 'stickier', 'closer', 'moisturizer heavier']",heavier version stickier closer moisturizer heavier,0.0,neutral
4,its okay but when i opened the box the moisturizer was literally out of its box and dirty like.bad packaging,CeraVe,"['literally', 'dirty', 'like bad']",literally dirty like bad,-0.5994,negative
4,it's basically sunscreensmells like sunscreen,CeraVe,"['basically', 'sunscreensmells']",basically sunscreensmells,0.0,neutral
4,"this is a good moisturizer and has good sun protection but it does go on a little thick and leaves a white residue unless you spread it really evenly. will continue to purchasegood moisturizer, a little thick",CeraVe,"['leaves', 'residue', 'continue', 'purchasegood']",leaf residue continue purchasegood,0.0,neutral
4,"that's because i am used to using oil of olay for sensitive skin with spf 15/30?i ran out of it and switched to this.it's not greasy, it feels light weight.maybe not as much as my last product?im still not sure",CeraVe,"['olay', 'switched', 'this it', 'not', 'greasy', 'feels', 'light', 'weight maybe', 'not', 'not']",olay switched this it not greasy feel light weight maybe not not,0.0,neutral
4,the product works very well the only issue it that it feels like an extra layer on my face overall i do like the product a lot though.it’s heavy,CeraVe,"['feels', 'extra', 'layer', 'though it', 'heavy']",feel extra layer though it heavy,0.0,neutral
4,"feels a lot more like sunscreen than a moisturizer, and not as 'dry feeling' as i was hoping for.  doesn't seem like it will clog pores though, that is a plus.feels like sunscreen",CeraVe,"['feels', 'not', 'hoping', 'nt', 'clog', 'pores', 'plus feels']",feel not hoping nt clog pore plus feels,-0.3252,negative
4,every product i’ve ever used for sun protection turns the skin white -so did thisstill turns your face white,CeraVe,['thisstill'],thisstill,0.0,neutral
4,i tend to not like the feel of lotion in general- i was hoping this would be a little more lightweight.  it feels a little to thick/ greasy for me.too thick/ greasy,CeraVe,"['tend', 'not', 'hoping', 'lightweight', 'feels', 'greasy', 'me too', 'greasy']",tend not hoping lightweight feel greasy me too greasy,-0.3252,negative
4,i had no idea the face moisturizer would be so small…hopefully it works!the outcome,CeraVe,"['idea', 'smallhopefully', 'outcome']",idea smallhopefully outcome,0.0,neutral
4,this is a good moisturizer for everyday. what i did not like is it is too thick to wear under foundation and does leave a heavy feel on the skingood moisturizer for everyday,CeraVe,"['not', 'foundation', 'heavy', 'skingood']",not foundation heavy skingood,0.0,neutral
4,"use it daily in my morning routine. one pump is enough for my whole face. doesn’t leave an oily residue and only has a mild scent like suntan lotion, but doesn’t smell for long. keeps skin soft, but not shiny. much better value and seems to work as well as more expensive moisturizers.morning ritual",CeraVe,"['residue', 'mild', 'suntan', 'soft', 'not', 'shiny', 'expensive', 'moisturizers morning', 'ritual']",residue mild suntan soft not shiny expensive moisturizers morning ritual,0.0,neutral
4,what i like was it was on time but the box was opengreat,CeraVe,['opengreat'],opengreat,0.0,neutral
4,i had bought this for a daily spf but i don’t think it was great for someone who has oily skin. it’s not heavy on the skin although it is a sort of oily product.not the best for oily skin,CeraVe,"['not', 'heavy', 'sort', 'product not']",not heavy sort product not,0.0,neutral
4,liking this. however  it does feel a little heavy on my face but does not leave a residue.great,CeraVe,"['liking', 'heavy', 'not', 'residue great']",liking heavy not residue great,-0.1516,negative
4,"the nozzles differ from bottle to bottle. usually they dispense too little for each squirt. also, the bottle is narrow and keeps falling over. one time the nozzle broke when the bottle fell off the countertop.works well; good product.",CeraVe,"['nozzles', 'dispense', 'squirt', 'narrow', 'falling', 'nozzle', 'broke', 'fell', 'countertop works']",nozzle dispense squirt narrow falling nozzle broke fell countertop works,-0.5267,negative
4,"this is without a doubt the best facial moisturizer i've ever used. it's very high quality. a small dab goes a long way and serves to keep skin in wonderful condition. i cannot recommend it highly enough. it was recommended by my dermatologist, and i'm thrilled to have it.4 stars:  my only negative comment is that the container design is not well made for stability. it just will not stand up. it falls over constantly, and i'm hunting around for it, as a result. i wish there were a larger base to the bottle to anchor it, so that it would sit in an upright position. please pass this on to your product design experts to see if they might consider a broader base to stabilize the bottle.exceptional moisturizer in every way",CeraVe,"['doubt', 'quality', 'dab', 'serves', 'wonderful', 'condition', 'not', 'recommend', 'highly', 'recommended', 'thrilled', 'it ', 'stars', 'negative', 'comment', 'design', 'not', 'stability', 'not', 'stand', 'falls', 'constantly', 'hunting', 'result', 'larger', 'base', 'anchor', 'sit', 'upright', 'position', 'pass', 'design', 'experts', 'broader', 'base', 'stabilize', 'bottle exceptional']",doubt quality dab serf wonderful condition not recommend highly recommended thrilled it  star negative comment design not stability not stand fall constantly hunting result larger base anchor sit upright position pas design expert broader base stabilize bottle exceptional,-0.305,negative
4,"its very light and doesn't feel too heavy on my face, and it doesn’t really have that sunscreen smell !! only problem is that it makes me look a little paler, since i have a darker skin tone. i suggest that you buy the tinted one instead and it does a great job !!not for darker skin tones",CeraVe,"['light', 'nt', 'heavy', 'paler', 'darker', 'tone', 'tinted', 'job', 'not', 'darker', 'tones']",light nt heavy paler darker tone tinted job not darker tone,0.0,neutral
4,"i've been using cerave am facial moisturizing lotion spf 30 for a while now and overall, i am satisfied with the product. the lotion has a lightweight, non-greasy formula that absorbs quickly and leaves my skin feeling hydrated throughout the day. the added spf 30 is a great feature for daily use, providing a layer of protection against the sun's harmful rays. however, the smell is not my favorite, it has a medicinal scent that might be off-putting for some people. additionally, the lotion is not as moisturizing as i would have liked, i still need to use a separate night cream. but all in all, it's a solid choice for everyday use with added sun protection.a solid choice for everyday use with spf protection",CeraVe,"['satisfied', 'lightweight', 'nongreasy', 'formula', 'absorbs', 'leaves', 'hydrated', 'feature', 'providing', 'layer', 'harmful', 'rays', 'not', 'favorite', 'medicinal', 'offputting', 'additionally', 'not', 'separate', 'solid', 'choice', 'protection a', 'solid', 'choice']",satisfied lightweight nongreasy formula absorbs leaf hydrated feature providing layer harmful ray not favorite medicinal offputting additionally not separate solid choice protection a solid choice,-0.1451,negative
4,"top notch facial lotion. only con is that is doesn't seem to absorb into facial skin as fast as it has ""sunscreen "" like white texture when applied but the slowly absorbs into the skin. best for this price rangegreat lotion",CeraVe,"['notch', 'nt', 'absorb', 'fast', 'applied', 'slowly', 'absorbs', 'rangegreat']",notch nt absorb fast applied slowly absorbs rangegreat,0.0,neutral
4,"this is the only spf moisturizer i’ve bought for years because of the price & the ingredients. my only complaint is the white cast, which does fade after it absorbs & it also pills a bit but i’ve found that it doesn't pill as badly if i press it into my skin rather than rub it in. other than that, it moisturizes great, doesn't clog my pores, its not greasy, it wears well under make-up and it i like the smell of it. has worked well for me for years & i would never use anything else!does the job",CeraVe,"['ingredients', 'complaint', 'cast', 'fade', 'absorbs', 'pills', 'nt', 'pill', 'badly', 'press', 'nt', 'clog', 'pores', 'not', 'greasy', 'wears', 'job']",ingredient complaint cast fade absorbs pill nt pill badly press nt clog pore not greasy wear job,-0.6486,negative
4,offers decent sunscreen protection for 1.5-2 hours. dries clear and no greasy on the skinprotects for 90-120 minutes,CeraVe,"['offers', 'decent', ' ', 'hours', 'dries', 'greasy', 'skinprotects', 'minutes']",offer decent   hour dry greasy skinprotects minute,0.0,neutral
4,"the spf does its job but has an obvious white casting. it is made even more obvious on men with stubble. if you don't care, then it is great. it also has a typical spf odor.obvious white casting evident",CeraVe,"['job', 'obvious', 'casting', 'obvious', 'stubble', 'nt', 'typical', 'odor obvious', 'casting', 'evident']",job obvious casting obvious stubble nt typical odor obvious casting evident,0.0,neutral
4,small for pricegood product,CeraVe,['pricegood'],pricegood,0.0,neutral
4,purchased as an spf and to help with moisturizer that is not greasy on skin. my daughter who has sensitive skin likes using this product because it doesn't irritate her skin. the only thing is using this with makeup causes a white cast and the foundation to not really go on my skin without looking patchy.good for sensitive skin,CeraVe,"['not', 'greasy', 'daughter', 'likes', 'nt', 'irritate', 'cast', 'foundation', 'not', 'patchy good']",not greasy daughter like nt irritate cast foundation not patchy good,-0.7443,negative
4,i wouldn’t say that this is a #1 moisturizer. it definitely does moisturize but not as well as other products. i mainly use it because of its combination of spf which is very important. if you have darker skin it does leave you with the gray face. however i use it daily in combination with my other day skincare productsday moisturizer,CeraVe,"['not', 'products', 'combination', 'darker', 'gray', 'combination', 'productsday']",not product combination darker gray combination productsday,0.0,neutral
4,"it worked well for the first few months i had it but then every time i would put it on my face it would just rub off in clumps afterwardsworked well for a few months, then clumped",CeraVe,"['months', 'clumps', 'afterwardsworked', 'months', 'clumped']",month clump afterwardsworked month clumped,0.0,neutral
4,i pair this with the moisturizing cream since it does not keep my skin moisturized as much as i expected. i did not want to use too much of this since it costs more as well.solid sunscreen but needs more moisturizing capability,CeraVe,"['pair', 'not', 'expected', 'not', 'costs', 'well solid', 'capability']",pair not expected not cost well solid capability,-0.3089,negative
4,"this lotion is thick, and takes a bit to rub in to get rid of all of the white streaks.thick lotion",CeraVe,"['takes', 'rid', 'streaks thick']",take rid streaks thick,0.0,neutral
4,"tried this for something different and it was cheaper than the moisturizer i had been using.  only gave 4 stars, nothing wrong with it, it’s just my skin looks exactly the same so i’m not sure it’s doing anything.  maybe it just takes longer to notice a difference.didn’t notice a difference",CeraVe,"['cheaper', 'stars', 'wrong', 'not', 'takes', 'notice', 'difference didn', 'notice']",cheaper star wrong not take notice difference didn notice,-0.4767,negative
5,"good basic sunscreen, however, it has a white cast which takes mintues to almost fade outwhite cast fades after a while",CeraVe,"['basic', 'cast', 'takes', 'mintues', 'fade', 'outwhite', 'cast', 'fades']",basic cast take mintues fade outwhite cast fade,0.0,neutral
5,first bottle i got the pump did not work and i had to exchange it.  second was fineprotect and moisturizes well,CeraVe,"['not', 'exchange', 'fineprotect']",not exchange fineprotect,0.0,neutral
5,this does not cause any reaction with my skin. it works very very well.not greasy,CeraVe,"['not', 'reaction', 'well not', 'greasy']",not reaction well not greasy,-0.2057,negative
5,sons uses this dailygreat value,CeraVe,"['sons', 'dailygreat']",son dailygreat,0.0,neutral
5,i’ve been using it for almost a month every morning and i like it so farlove it!!,CeraVe,['farlove'],farlove,0.0,neutral
5,this product lives up to the brand. it does exactly what it says it will. i'm on my 3rd bottlemust buy!,CeraVe,"['lives', 'bottlemust']",life bottlemust,0.0,neutral
5,"at last, i've acquired a genuine product! after falling victim to scams and repeatedly purchasing counterfeit items, finding an authentic seller in the philippines proved challenging. fortunately, my search led me to amazon, where i not only found authenticity but also at a more affordable price.authentic product",CeraVe,"['acquired', 'genuine', 'falling', 'victim', 'scams', 'repeatedly', 'purchasing', 'counterfeit', 'items', 'finding', 'authentic', 'seller', 'philippines', 'proved', 'challenging', 'fortunately', 'search', 'led', 'amazon', 'not', 'authenticity', 'affordable', 'price authentic']",acquired genuine falling victim scam repeatedly purchasing counterfeit item finding authentic seller philippine proved challenging fortunately search led amazon not authenticity affordable price authentic,-0.6249,negative
5,this cream is really good under makeup and has some sunscreen protectiongreat product,CeraVe,['protectiongreat'],protectiongreat,0.0,neutral
5,i like the product-wish it came in a larger size!very good for the skin,CeraVe,"['productwish', 'larger', 'size']",productwish larger size,0.0,neutral
5,great protection and hydrating cream! follow instructions and don't over do it. a little bit will go long ways!hydrating; not oily!,CeraVe,"['follow', 'instructions', 'nt', 'not']",follow instruction nt not,0.0,neutral
5,definitely work for dry skinlove it,CeraVe,['skinlove'],skinlove,0.0,neutral
5,my face was breaking out and i needed something to help along with my every 2 months follow up with my facial appointment. this is great for maintenancegreat,CeraVe,"['breaking', 'months', 'follow', 'appointment', 'maintenancegreat']",breaking month follow appointment maintenancegreat,0.0,neutral
5,"it is not sticky or thick which is great. spreads well and you don’t need a ton of it.  also, it is not shiny.love cera ve",CeraVe,"['not', 'sticky', 'spreads', 'ton', 'not', 'shiny love', 'cera']",not sticky spread ton not shiny love cera,-0.5216,negative
5,bought this as a moisturizer and the sunscreen is an added bonusgreat moisturizer,CeraVe,['bonusgreat'],bonusgreat,0.0,neutral
5,no greasiness and good producttexture,CeraVe,"['greasiness', 'producttexture']",greasiness producttexture,0.0,neutral
5,this product is for sure one of my everyday skincare routineperfect for my skin!!,CeraVe,['routineperfect'],routineperfect,0.0,neutral
5,as advertisedas ecected,CeraVe,"['advertisedas', 'ecected']",advertisedas ecected,0.0,neutral
5,i have struggles to find a good moisturizer but this is it. my holy grail. i have rlly dry skin and it fixed it like instantly.savior,CeraVe,"['struggles', 'holy', 'grail', 'rlly', 'fixed', 'instantly savior']",struggle holy grail rlly fixed instantly savior,-0.3182,negative
5,it feels great on my face.face,CeraVe,"['feels', 'face face']",feel face face,0.0,neutral
5,i use this day and night after washing with  cerev wash.its not greasy.moisturizer for oily skin,CeraVe,"['washing', 'cerev', 'wash its', 'not', 'greasy moisturizer']",washing cerev wash its not greasy moisturizer,0.0,neutral
5,"not too greasy, just rightadvertising was accurate",CeraVe,"['not', 'greasy', 'rightadvertising', 'accurate']",not greasy rightadvertising accurate,0.0,neutral
5,if you live in the sw and sun exposure is almost constant it’s great to know you are killing two birds with one stone.i have extremely dry facial derm in the am and my dermatologist rec. this after shaving.small cons:not cheap at all and i find i must begin adding a bit  of water to the  the last half bottle to keep it flowing.the best and a sunscreen bonus as well,CeraVe,"['live', 'sw', 'exposure', 'constant', 'killing', 'birds', 'stone i', 'extremely', 'derm', 'rec', 'shaving small', 'cons', 'not', 'cheap', 'adding', 'water', 'flowing the', 'bonus']",live sw exposure constant killing bird stone i extremely derm rec shaving small con not cheap adding water flowing the bonus,-0.2263,negative
5,works great just what you needi use it everyday!,CeraVe,['needi'],needi,0.0,neutral
5,delivery was good and product in good conditionit works,CeraVe,"['delivery', 'conditionit']",delivery conditionit,0.0,neutral
5,use for my everyday moisturizer. smells a bit like sunscreen usually mix with another moisturizerhydrating spf daily face cream,CeraVe,"['smells', 'mix', 'moisturizerhydrating']",smell mix moisturizerhydrating,0.0,neutral
5,only need a small amount for face and neck.  not thick at all and does make your face feel sticky.good stuff,CeraVe,"['neck', 'not', 'sticky good']",neck not sticky good,-0.3412,negative
